 X, Y, W, T
0.01,-0.15,0.05,22.91
0.14,-0.13,0.19,22.76
0.08,-0.01,0.06,23.33
0.01,-0.05,0.09,23.33
-0.02,-0.02,0.09,23.25
0,-0.05,0.09,23.38
0.02,-0.02,0.01,23.35
-0.02,0.01,-0.02,23.14
-0.03,-0.11,0.05,23.34
0.03,-0.02,0.06,22.98
0.03,-0.1,0,23.36
-0.01,-0.13,0.13,23.23
0.01,-0.1,0.06,22.72
-0.09,0.08,0.11,23.31
-0.15,-0.04,0.03,23.42
-0.11,-0.07,0.06,23.37
0.01,-0.01,0.06,22.96
0.05,-0.1,0.15,22.96
0.16,0.02,0.2,22.97
-0.06,-0.06,0.18,22.84
-0.02,-0.11,0.15,22.88
-0.01,-0.12,0.15,22.87
-0.01,-0.08,0.04,23.06
0.03,-0.14,0.07,23.08
0.02,-0.08,0.06,22.91
0.08,-0.13,0.16,23.1
-0.02,-0.11,0.16,23.04
0.24,-0.15,0.24,22.99
0.29,-0.32,0.2,22.95
0.13,-0.07,0.24,23.04
0.14,-0.07,0.17,22.95
-0.05,-0.01,0.13,23.12
-0.03,-0.03,0.1,23.1
-0.01,-0.05,0.08,23.11
0.1,-0.03,0.1,23.31
0.18,0.02,0.1,23.08
-0.03,-0.1,0.05,23.29
0.01,-0.06,0.07,23.23
0.01,-0.04,0.07,23.04
0.06,-0.07,0.08,23.34
-0.05,-0.06,0,23.39
-0.05,-0.03,0.03,23.38
-0.03,-0.02,0.08,23.16
-0.04,-0.04,0.03,23.29
0,-0.01,0.09,23.34
0,0.02,0.06,23.1
-0.09,-0.01,0.07,23.25
-0.09,-0.03,0.17,22.82
-0.08,-0.11,0.12,23.17
-0.05,0.07,0.12,23.23
-0.16,0.02,0.08,23.35
-0.07,-0.03,0.1,23.21
-0.07,0.02,0.11,23.27
-0.09,0,0.06,23.3
0.15,-0.07,0.15,23.21
0.07,0.01,0.18,23.06
-0.06,-0.26,0.22,22.75
0.35,-0.26,0.2,23.03
0.03,-0.16,0.31,23.02
-0.05,-0.12,0.21,22.93
0.06,-0.09,0.14,22.95
0.13,-0.16,0.08,22.97
0,-0.12,0.08,22.99
0.02,-0.05,0.13,22.96
0.07,-0.05,0.17,22.92
0.02,-0.07,0.05,23.06
0.04,-0.09,0.17,23.14
-0.05,-0.01,0.06,23.25
-0.13,0.04,0.04,23.06
-0.11,-0.04,0.01,23.34
-0.1,-0.05,0.07,23.33
-0.12,-0.01,0.08,23.3
-0.02,0.02,0.12,23.36
-0.06,0,0.2,23.03
-0.09,-0.06,0.16,23.28
-0.05,-0.06,0.04,23.2
0.07,-0.12,0.12,23.34
0.15,-0.1,0.29,23.04
0.15,-0.16,0.21,22.9
0.21,-0.13,0.22,22.82
0.1,-0.18,0.21,23.05
0.12,0.09,0.09,23.14
-0.09,0.01,0.12,23.2
-0.08,-0.06,0.05,23.2
-0.09,-0.17,0.11,23.48
-0.09,-0.12,0.07,23.51
-0.08,-0.06,0.05,23.5
-0.02,0,0.06,23.49
0.03,-0.01,0.08,23.21
0.01,0.03,0.09,23.33
-0.18,0.01,0.05,23.44
-0.08,-0.01,0.07,23.04
0.03,-0.07,0.08,22.87
0,-0.16,0.05,23.37
-0.02,-0.1,0.04,23.54
-0.12,0.03,0.03,23.41
-0.07,0,0.1,22.97
0.01,-0.01,0.06,23.03
-0.02,0.02,-0.03,23.23
-0.11,-0.02,0.09,23.18
-0.07,0.07,0.09,23.14
-0.14,-0.05,0.09,23.05
-0.1,0,0.09,23.26
-0.12,-0.01,0.15,23.15
-0.06,-0.04,0.07,23.15
-0.06,-0.05,0.12,23.3
0.02,-0.05,0.1,23.32
0.04,-0.01,0.13,22.8
-0.18,-0.01,0.07,23.19
-0.12,0.01,0.16,23.33
-0.13,0.04,0.11,23.38
-0.13,0.03,0.07,23.11
0.05,0.04,0.08,23.03
0.05,0.01,0.16,22.98
-0.07,-0.01,0.1,22.93
0,-0.05,0.1,23.03
0.07,-0.04,0.08,22.95
-0.04,-0.06,-0.01,23.09
-0.04,0.07,0.02,23.22
-0.06,-0.03,0.08,22.97
-0.01,-0.16,0.06,23.03
-0.02,-0.09,0.08,22.95
-0.01,-0.04,0.01,22.97
-0.1,0.01,0,23.14
-0.15,-0.03,0.09,23.18
-0.01,-0.08,0.11,22.97
0.13,-0.01,0.18,22.46
0.08,-0.01,0.13,22.72
-0.1,-0.04,0.1,23.06
-0.06,0.02,0.1,23.34
-0.08,-0.04,0.09,23.37
0,-0.1,0.08,23.44
0,-0.08,0.1,23.19
-0.05,-0.02,-0.02,23.27
-0.06,-0.03,0.02,23.38
0.01,0.04,0.03,23.4
-0.03,0.03,0.07,23.32
-0.02,-0.11,0.03,22.98
-0.02,-0.02,0.06,23.1
-0.05,-0.09,0.04,23.06
-0.07,-0.14,0.09,22.79
-0.07,-0.04,0.12,23.15
-0.07,-0.03,0.05,23.26
-0.01,0.01,-0.02,23.16
-0.08,-0.02,0,23.35
-0.06,-0.01,0.02,23.42
-0.08,-0.04,0.03,23.4
0.02,-0.04,0,23.38
0.02,-0.02,-0.01,23.17
-0.02,-0.03,-0.01,23.36
0.06,-0.01,0,23.27
0.06,0.04,0.03,23.34
0.02,-0.02,0,23.53
0.13,0.06,0.08,23.22
0,-0.07,-0.06,23.32
-0.02,-0.11,-0.01,23.37
0,-0.1,0.02,23.36
0.01,-0.04,0.04,23.33
-0.02,0.12,0.03,23.16
-0.05,0.05,0.05,23.06
-0.07,0.03,0,22.81
-0.08,-0.04,0.02,23.18
0.06,-0.08,0.11,23.4
0.23,-0.07,0.17,23.24
0.08,-0.06,0.2,23.05
0,-0.12,0.18,22.97
0.06,-0.13,0.19,22.88
-0.09,-0.1,0.16,23.15
0,-0.1,0.05,22.97
0.12,-0.11,0.23,23.13
0.07,0.03,0.19,23.47
-0.07,0.1,0.19,23.23
-0.03,0.07,0.23,23.27
0.1,-0.08,0.09,23.1
-0.09,0.08,0.03,22.93
-0.11,-0.16,0.06,23.26
-0.06,-0.05,0.11,23.26
0.02,-0.04,0.03,23.27
-0.02,-0.15,0.11,23.11
0.16,-0.12,0.11,22.95
0.06,0,0.07,23.1
0,-0.07,0.12,22.99
0.08,0,0.12,23.01
0.06,-0.02,0.03,23.18
-0.03,-0.08,0.05,23.21
-0.06,-0.02,0.06,22.99
-0.01,-0.06,0.05,22.95
0.13,0.09,0.09,22.81
0.18,-0.13,0.13,22.87
0.08,-0.04,0.24,22.95
-0.12,-0.02,0.12,23.14
-0.1,-0.06,0.08,23.27
-0.05,-0.14,0.07,23.3
0.04,-0.11,0.05,23
-0.08,-0.11,-0.02,23.28
-0.05,-0.12,-0.03,23.2
0,-0.04,-0.05,23.27
-0.13,-0.01,-0.02,23.08
-0.11,0.03,0.02,23.07
-0.06,0,0,23.01
-0.11,-0.05,0.01,23.28
-0.04,-0.06,0.15,22.87
0,-0.05,0.07,22.92
-0.1,0.05,0.06,23.05
-0.1,0,0.02,23.31
-0.12,0.02,0.01,23.23
-0.1,-0.07,0.01,23.29
-0.08,-0.02,0.01,23.23
-0.04,0.09,-0.04,22.98
0.06,0.03,0.04,23.05
0,0.01,-0.06,23.03
0.05,0.08,-0.06,23.01
-0.1,0.05,-0.04,23.05
-0.13,0.03,-0.03,23.06
-0.11,0,-0.01,23.03
-0.05,-0.06,0,23.19
-0.03,-0.05,0,23.35
0.05,-0.04,0.03,23.23
0.16,-0.04,0.13,23.03
0.09,-0.03,0.2,22.74
-0.02,-0.07,0.11,22.9
-0.1,-0.08,0.11,23.12
0.1,-0.09,0.28,22.86
0.01,-0.08,0.14,23.03
-0.05,-0.01,0.12,23.11
-0.09,0.02,0.14,22.91
0.08,-0.29,0.16,22.84
0.2,-0.13,0.08,23.53
0.12,0.14,-0.06,23.71
-0.05,0.01,-0.14,23.45
-0.01,0,0.01,23.52
-0.06,0,0.03,23.35
-0.11,0.05,0.04,23.19
-0.09,-0.03,0.03,23.33
-0.08,-0.07,-0.06,23.38
-0.1,-0.01,-0.06,23.27
-0.07,-0.03,0.02,22.91
0.09,0.02,0,23
-0.11,-0.04,0.13,23.04
-0.04,-0.08,0.07,23.08
-0.16,-0.02,0.1,23
-0.08,-0.06,0.06,23.03
-0.1,-0.04,0.02,23.11
-0.15,-0.06,0.04,23.16
-0.13,-0.05,0.08,23.18
0.08,0.05,0.17,23.09
-0.05,0,0.11,23.1
0.08,-0.11,0.19,22.94
0.05,0.04,0.17,22.7
-0.07,0,0.12,22.82
-0.16,-0.04,0.08,23.09
-0.07,0.03,0.11,22.97
-0.08,-0.06,0.08,23.01
0.03,0,0.15,22.94
-0.13,-0.02,0.1,23.08
-0.19,-0.03,0.08,23.01
0.05,-0.1,0.21,22.96
-0.04,-0.11,0.14,23.09
-0.09,-0.06,0.07,23.23
-0.17,-0.03,0.04,23.25
-0.17,-0.04,0,23.34
-0.15,-0.04,-0.02,23.31
-0.02,-0.05,0.01,23.26
-0.04,-0.03,0.1,22.98
0.04,-0.12,0.13,22.9
0.09,-0.04,0.29,23.19
-0.01,0,0.11,23.36
0.25,-0.03,0.14,23.83
0.25,-0.04,0.1,23.7
0.24,-0.13,0.25,23.5
0.27,-0.08,0.22,23.21
0.17,-0.12,0.26,23.22
0.25,-0.04,0.25,23.82
0.2,0.04,0.19,23.51
0.21,0.02,0.25,23.18
0.07,-0.14,0.31,22.63
0.17,0.06,0.32,22.73
0.05,0.13,0.28,22.81
0.08,-0.05,0.38,22.75
0.05,-0.2,0.14,22.94
0.21,-0.17,0.25,23.43
0.19,-0.08,0.22,23.26
0.23,-0.08,0.33,23.29
0.27,-0.23,0.33,23.27
0.18,-0.15,0.27,23.12
0.23,-0.13,0.23,23.26
0.15,-0.12,0.24,23.16
0.16,-0.07,0.26,22.99
0.16,-0.08,0.28,22.95
0.11,-0.08,0.27,22.85
0.3,-0.01,0.3,23.45
0.11,0.02,0.32,23
0.29,-0.01,0.19,23.06
0.23,0,0.27,23.01
0.08,-0.07,0.23,23
0,0,0.18,22.89
0.21,-0.09,0.24,23.39
0.17,-0.02,0.29,23.23
0.04,-0.13,0.37,22.89
0.07,-0.13,0.22,23.1
0.1,0.09,0.14,23.36
0.09,0.05,0.19,23.1
0.15,-0.05,0.28,22.95
0.02,-0.01,0.31,23.19
0.15,-0.11,0.25,23.37
0.1,0.07,0.12,23.5
0.06,-0.02,0.19,22.97
0.19,-0.07,0.24,22.99
0.2,0.1,0.12,23
0.17,0,0.23,22.94
0.03,0.01,0.23,22.98
0.01,-0.05,0.23,23.15
0.03,0.04,0.22,23.18
0.24,0.06,0.21,23.23
0.15,0.1,0.22,23.24
0.01,-0.06,0.26,22.93
0.05,0.1,0.23,23.08
0.11,-0.1,0.29,22.96
0.16,0.02,0.19,23.16
0.19,0.12,0.25,23.46
0.2,0.02,0.15,23.23
0.04,-0.01,0.28,23.2
0,0.04,0.24,23.06
-0.14,0.08,0.21,23.2
-0.13,0.05,0.12,23.16
-0.06,-0.06,0.13,23.16
0.01,0.02,0.19,22.97
0.01,0.02,0.18,23
-0.02,-0.04,0.19,23.08
-0.07,0.04,0.24,22.99
-0.09,0.08,0.25,23.07
-0.16,0.08,0.15,22.98
-0.1,0.05,0.23,23.21
-0.06,-0.02,0.31,23.06
0.14,-0.11,0.23,23.16
0,-0.03,0.2,23.33
0.07,-0.07,0.26,23.18
0.16,-0.03,0.17,23.32
0.21,-0.04,0.05,23.33
0.14,-0.03,0.21,22.96
0.17,-0.21,0.36,23.09
0.3,-0.06,0.28,22.96
0.19,-0.02,0.24,23.09
0.17,-0.01,0.13,23.06
0.15,-0.16,0.24,23.13
0.11,-0.3,0.3,23.12
0.23,-0.11,0.2,23.5
0.29,-0.02,0.22,23.19
0.21,-0.19,0.28,23.3
0.17,-0.08,0.29,23.18
-0.02,-0.13,0.29,22.91
0.15,-0.19,0.28,23.01
0.18,-0.16,0.33,22.95
0.07,-0.18,0.17,23.13
0.19,-0.25,0.28,23.03
0.27,-0.14,0.22,23.47
0.21,-0.03,0.16,23.68
0.2,-0.07,0.31,23.56
0.11,-0.12,0.35,23.36
0.25,0.07,0.24,23.67
0.34,-0.22,0.25,22.8
0.17,-0.16,0.31,22.74
0.28,-0.08,0.18,23.05
0.13,-0.07,0.23,22.92
0.1,-0.03,0.27,23.14
0.13,-0.14,0.24,22.87
0.11,-0.11,0.22,23
0.17,0.09,0.21,23.25
0.09,-0.18,0.3,23.04
0.04,-0.06,0.26,22.88
0,-0.07,0.22,22.96
0.21,-0.13,0.16,23.19
0.17,-0.13,0.37,22.81
0.25,-0.18,0.28,22.92
0.03,-0.17,0.3,23.09
0.19,-0.16,0.27,23.19
0.18,-0.17,0.24,23.11
0.09,-0.02,0.25,22.95
0.2,-0.09,0.23,23.32
0.23,-0.19,0.27,23.12
0.26,-0.16,0.24,23.14
0.32,-0.08,0.36,22.85
0.21,-0.17,0.24,23
0.18,-0.03,0.2,23.34
0.14,-0.01,0.22,23.26
0.05,-0.15,0.3,23.21
0.18,0.06,0.21,23.33
0.23,-0.21,0.25,23.4
0.22,-0.1,0.2,23.45
0.24,-0.17,0.28,23.08
0.2,-0.15,0.36,23.33
0.22,0.05,0.23,23.52
0.27,-0.22,0.29,22.97
0.13,-0.07,0.22,23.15
0.18,-0.09,0.19,23.31
0.13,-0.11,0.31,22.88
0.18,-0.17,0.26,23.16
0.14,0,0.29,23.57
0.16,0.09,0.15,23.71
0.14,-0.04,0.12,23.08
0.19,-0.03,0.39,22.88
0.34,-0.13,0.33,22.95
0.19,-0.12,0.28,23.04
0.23,-0.18,0.21,22.91
0.19,-0.13,0.27,23.08
0.1,0.04,0.31,22.84
0.18,-0.1,0.27,23.12
0.21,0.02,0.17,23.18
0.14,-0.17,0.22,22.82
0.14,-0.07,0.22,22.75
0.15,-0.02,0.16,23.02
0.19,0.04,0.19,22.98
0.27,-0.03,0.28,22.98
0.26,-0.01,0.36,22.98
0.05,-0.22,0.36,22.74
0.11,-0.24,0.27,23.16
0.12,-0.16,0.29,22.95
0.25,-0.13,0.19,23.34
0.15,0.01,0.12,23.35
0.33,-0.15,0.24,23.09
0.28,-0.11,0.26,22.92
0.12,-0.04,0.26,23.08
0.16,-0.22,0.35,22.9
0.22,-0.09,0.27,23.23
0.12,0.02,0.25,22.97
0.12,0.04,0.26,23.07
0.12,-0.21,0.31,23.1
0.18,-0.12,0.29,23.24
0.15,-0.12,0.21,23.02
0.09,-0.01,0.16,22.82
0.14,-0.04,0.23,23.02
0.1,0,0.26,22.77
0.17,-0.09,0.23,23.14
0.11,-0.04,0.23,23.34
0.37,-0.28,0.31,22.67
0.2,-0.12,0.27,22.67
0.28,-0.05,0.31,22.99
0.22,-0.06,0.32,22.76
0.19,0.02,0.33,22.71
0.16,-0.09,0.26,22.7
0.29,-0.32,0.32,23.07
0.28,-0.19,0.25,23.1
0.28,0,0.25,22.97
0.18,0.01,0.23,23.18
0.14,-0.18,0.21,22.96
0.2,-0.14,0.26,22.99
0.19,-0.13,0.29,23.05
0.15,-0.06,0.26,22.98
0.16,-0.09,0.24,23.19
0.23,-0.15,0.29,23.02
0.14,-0.22,0.31,22.99
0.21,0.15,0.19,23.39
0.07,-0.11,0.24,23.13
0.21,-0.21,0.22,22.95
0.21,-0.09,0.13,23.48
0.17,0.09,0.28,22.85
0,-0.07,0.28,22.71
0.16,-0.1,0.21,22.98
0.15,-0.14,0.27,22.79
0.06,-0.16,0.12,22.88
0.1,0.05,0.26,22.9
0,-0.03,0.22,22.96
0.1,-0.15,0.26,23.3
0.13,-0.18,0.23,23.26
0.23,-0.13,0.29,23.18
0.2,-0.13,0.12,23.22
0.2,-0.1,0.17,23.4
0.19,0,0.09,23.97
0.14,0,0.13,23.74
0.16,-0.02,0.05,23.54
0.2,0.11,0.04,23.32
0.11,-0.08,0.28,23.16
0.33,-0.17,0.29,23.51
0.24,0,0.18,23.66
0.16,-0.06,0.25,23.35
0.25,-0.23,0.29,22.93
0.19,-0.08,0.31,22.98
0.19,-0.16,0.26,23.17
0.25,-0.11,0.21,23.31
0.21,-0.24,0.35,22.79
0.18,-0.18,0.26,22.95
0,-0.15,0.22,22.91
0.14,-0.16,0.23,22.84
0,-0.21,0.25,22.76
0.02,-0.1,0.16,22.99
0.19,-0.15,0.27,23.49
0.27,0.01,0.33,23.58
0.14,-0.15,0.35,23.17
0.08,-0.14,0.24,23.2
0.23,-0.19,0.33,22.85
0.14,-0.08,0.24,23.08
0.19,-0.1,0.21,23
0.18,-0.19,0.38,22.79
0.25,-0.22,0.34,23.04
0.03,-0.07,0.2,22.9
0.01,-0.25,0.25,22.7
0.31,-0.22,0.34,23
0.06,-0.21,0.24,22.82
0.15,-0.29,0.28,23.2
0.22,-0.1,0.16,23.45
0.16,-0.15,0.3,23.21
0.34,0,0.19,23.58
0.28,-0.12,0.34,22.83
0.17,-0.08,0.32,22.61
0.15,-0.12,0.32,23.13
0.1,-0.11,0.28,22.83
0.14,-0.16,0.32,22.93
0.31,-0.17,0.24,23.43
0.11,-0.19,0.26,22.99
0.2,-0.03,0.17,23.29
0.18,-0.1,0.21,23.31
0.15,-0.16,0.23,23.38
-0.03,-0.13,0.2,22.85
0.2,-0.09,0.26,23.18
0.23,-0.16,0.33,23.19
0.25,-0.17,0.22,23.5
0.28,-0.18,0.2,23.01
0.15,-0.17,0.18,23.17
0.22,-0.09,0.27,23.28
0.09,-0.1,0.3,22.74
0.15,0.01,0.18,23.07
0.2,-0.15,0.3,23.07
0.18,-0.06,0.25,23.27
0.08,0.06,0.23,23.34
0.12,-0.31,0.25,22.96
0.18,-0.08,0.18,23.21
0.27,0.16,0.19,23.07
0.09,-0.1,0.28,22.95
0.01,-0.11,0.23,22.94
-0.05,-0.15,0.2,23.1
0.2,-0.01,0.22,23.22
0.23,-0.04,0.3,23.01
0.28,-0.22,0.36,22.87
0.29,-0.09,0.17,23.24
0.15,-0.06,0.32,22.84
0.15,-0.02,0.34,22.84
0.02,0.03,0.39,22.88
-0.05,-0.32,0.28,22.73
0.15,-0.12,0.37,22.86
0.29,-0.15,0.38,22.9
0.18,-0.17,0.42,23.05
0.14,-0.16,0.29,23.15
0.13,-0.08,0.25,23.38
0.33,-0.04,0.4,23.06
0.11,-0.21,0.34,23.09
0.15,0,0.3,24.01
0.21,-0.04,0.26,23.77
0.27,-0.14,0.38,23.08
0.3,-0.09,0.36,23.11
0.14,-0.05,0.25,23.01
0.34,-0.02,0.37,23.04
0.25,-0.23,0.18,22.74
0.15,-0.14,0.42,22.69
0.07,-0.27,0.3,22.97
0.27,-0.03,0.33,23.29
0.15,-0.13,0.3,22.9
0.1,-0.22,0.29,22.82
0.05,-0.13,0.34,22.89
0.21,-0.06,0.19,23.22
0.12,-0.09,0.26,22.99
0.33,-0.01,0.21,22.97
0.25,-0.22,0.37,23.09
0.27,-0.22,0.33,23.26
0.23,-0.15,0.22,23.09
0.28,-0.01,0.22,23.36
0.17,0.06,0.23,23.02
0.17,-0.19,0.31,22.97
0.21,-0.06,0.27,23.44
0.35,0.02,0.28,23.59
0.12,-0.14,0.33,22.69
0.05,-0.08,0.32,22.61
0,-0.15,0.24,22.71
0.11,-0.02,0.23,23.05
0,-0.11,0.2,22.85
0.19,-0.15,0.26,23.23
0.22,-0.04,0.29,23.37
-0.01,-0.09,0.32,23.08
0.01,0.01,0.2,23.02
0.16,0.05,0.17,23.32
0.22,-0.09,0.3,23.06
0.15,0,0.22,23.01
0.17,-0.19,0.4,22.79
0.24,-0.07,0.32,23.07
0.15,-0.15,0.45,22.5
0.15,-0.08,0.35,22.75
0.11,0.1,0.24,23.1
0.07,0.04,0.24,23.09
0.13,0,0.24,22.87
0.24,-0.16,0.31,22.69
0.22,-0.23,0.32,23.07
0.15,-0.31,0.36,22.81
0.09,-0.14,0.2,23.31
0.33,-0.16,0.28,23.23
0.27,-0.23,0.23,23.16
0.04,-0.13,0.25,23.01
0.11,0,0.15,23.25
0.07,-0.09,0.21,23.07
0.07,-0.13,0.22,23.07
0.28,-0.12,0.27,23.49
0.25,0.01,0.2,23.8
0.26,0,0.06,23.75
0.18,-0.03,0.17,23.29
0.28,-0.16,0.28,22.76
0.15,-0.27,0.35,22.55
-0.1,-0.68,0.19,22.84
-0.52,-0.2,0,22.88
-0.48,0.12,-0.08,23.03
-0.25,0.42,-0.06,23.21
0.41,0.45,-0.1,23
0.53,0.35,-0.09,23.21
0.34,0.19,0.03,23.44
0.06,0.34,-0.1,23.61
0.08,0.11,-0.1,23.56
0.04,0.1,-0.11,23.51
-0.05,0.18,-0.04,23.61
0.01,0.19,-0.05,23.52
-0.07,0.17,-0.18,23.23
0.04,0.23,-0.18,23.3
-0.01,0.27,-0.13,23.33
0.02,0.23,-0.11,23.15
-0.03,0.15,-0.05,23.35
-0.03,0.11,-0.03,23.53
-0.02,0.1,-0.02,23.41
-0.04,-0.01,0.05,23.47
-0.06,0,0.02,23.42
-0.04,0.02,0.03,23.39
-0.05,0,0.06,23.45
-0.02,0.02,0.04,23.45
0,0.01,0.05,23.37
0.01,0.02,0.07,23.47
0.04,0,0.07,23.58
-0.01,0.07,0,23.56
0.1,0.2,-0.14,23.48
0.03,0.22,-0.13,23.51
-0.05,0.12,-0.08,23.52
-0.02,0.18,-0.09,23.44
-0.04,0.1,0.04,23.49
-0.07,0.04,-0.03,23.54
-0.07,0,-0.06,23.52
-0.01,0.02,-0.09,23.5
0,0.02,-0.09,23.43
-0.03,-0.05,0,23.4
-0.03,-0.01,0,23.44
0.03,0.14,-0.02,23.48
0.03,0.15,-0.13,23.33
0.02,0.03,0.06,23.42
-0.02,0.12,0.08,23.59
-0.05,0.08,-0.08,23.37
0.04,0.04,-0.07,23.49
-0.04,0.07,0.06,23.53
-0.08,0.01,0.02,23.62
-0.04,0.05,0.02,23.74
-0.03,0.08,0,23.72
-0.02,0,0,23.68
-0.05,0.02,-0.02,23.7
-0.11,0.04,-0.09,23.59
-0.02,0,-0.1,23.52
0.01,0.07,-0.02,23.58
-0.06,-0.03,-0.06,23.52
-0.07,-0.04,-0.06,23.49
-0.05,-0.1,0.01,23.53
0.02,-0.06,0.06,23.57
0.05,0,0.04,23.51
0.04,0.05,-0.04,23.63
0.04,0.1,-0.06,23.59
0.03,0.17,-0.19,23.56
0,0.23,-0.13,23.66
0.03,0.16,-0.09,23.56
-0.02,0.15,0.01,23.76
0,0.12,0.06,23.66
-0.07,0.09,0.03,23.68
-0.03,0.02,0,23.66
-0.01,-0.03,-0.01,23.6
-0.01,0,0.04,23.61
0,0.06,0.02,23.64
0.02,0.11,0,23.61
0.04,0.02,-0.1,23.46
0.02,0.01,-0.01,23.48
0.02,0.04,-0.02,23.52
0.02,0.02,-0.06,23.43
0.05,0.04,0,23.51
0.04,0.1,-0.02,23.57
0.01,0.08,0.01,23.52
0.02,0.08,0.03,23.51
0.05,0.1,0.03,23.48
0.09,0.01,-0.1,23.37
0.01,-0.02,-0.06,23.41
0.03,0.01,-0.02,23.41
0.05,0.05,-0.09,23.42
0.05,0.2,-0.1,23.46
0.09,0.15,-0.2,23.38
0.04,0.09,-0.08,23.41
0.07,0.03,-0.05,23.42
0.07,0.15,-0.03,23.53
0.01,0.12,0.03,23.66
0,0.09,0.03,23.66
-0.01,0.04,-0.04,23.66
0,0.08,-0.01,23.77
0,0.1,-0.13,23.45
0.07,0.07,-0.16,23.42
0.03,0.06,-0.15,23.54
0.03,-0.03,-0.05,23.67
0.01,-0.07,-0.07,23.55
-0.03,-0.07,-0.07,23.54
0.01,-0.01,-0.1,23.51
0.01,-0.04,-0.07,23.59
-0.01,-0.01,0,23.54
0,0.02,0.06,23.59
-0.02,0.04,0.05,23.57
0,0.01,0.02,23.62
-0.03,0.03,0.03,23.62
-0.03,0.03,0.04,23.68
-0.01,0.06,0.06,23.73
0,0,0.11,23.86
0.02,-0.01,0.13,24.07
-0.03,-0.02,0.11,23.89
-0.01,-0.03,0.07,23.68
-0.01,-0.02,0.06,23.65
-0.05,0,0.06,23.7
-0.04,-0.01,0.03,23.74
-0.03,0.03,0,23.71
0.01,0.06,0,23.72
0.03,-0.05,-0.03,23.66
0.01,-0.01,0.04,23.72
0.01,0.01,0.07,23.74
0.04,-0.02,0.08,23.74
0.03,0,0.06,23.77
0.02,-0.03,0.06,23.73
0.03,-0.06,0.03,23.74
0.03,-0.09,0.02,23.7
0.05,-0.09,0.04,23.61
0.06,-0.05,0,23.66
0,-0.02,0.01,23.61
-0.02,-0.05,-0.01,23.64
-0.02,-0.09,-0.03,23.59
-0.03,-0.05,0.03,23.55
0.01,0.02,0,23.55
0.02,0.03,-0.09,23.44
0.06,-0.03,-0.11,23.43
0,-0.04,-0.01,23.42
0.05,0.06,-0.01,23.46
0,-0.01,0.05,23.51
0,-0.04,0.09,23.57
0.02,0.02,0.05,23.7
0.01,-0.03,0.04,23.78
-0.01,-0.02,0.03,23.89
0,-0.03,0.01,23.86
-0.02,-0.02,0,23.75
-0.01,-0.03,-0.01,23.86
-0.01,-0.05,-0.01,23.86
0,-0.03,-0.02,23.66
0.03,0.06,-0.11,23.51
-0.07,-0.06,-0.05,23.54
0.01,0.03,0.01,23.58
0.02,0,0.05,23.63
0.02,0,0.05,23.66
-0.01,-0.01,0.04,23.64
-0.02,0,0.01,23.59
-0.02,-0.04,0.04,23.71
0,-0.01,0.03,23.67
0,-0.02,0,23.59
0,-0.05,0,23.6
0,-0.07,0.04,23.56
-0.03,-0.02,0.03,23.45
-0.06,-0.02,0.03,23.43
-0.02,-0.03,0.05,23.48
-0.04,-0.03,0.06,23.48
-0.05,-0.02,0.09,23.59
-0.05,-0.03,0.09,23.54
-0.04,-0.02,0.04,23.47
-0.03,-0.04,0.05,23.6
0,-0.04,0.03,23.65
0,-0.04,0.02,23.65
0.02,-0.06,0.05,23.72
0.04,-0.03,0.05,23.56
0.01,-0.08,0.05,23.54
0.01,-0.07,0.05,23.86
0.03,-0.07,0.02,23.66
0,-0.06,0.01,23.57
0.01,-0.05,0.03,23.48
0.01,-0.02,0.07,23.48
0.02,0.01,0.09,23.54
-0.02,0.01,0.09,23.52
-0.03,0,0.07,23.54
-0.03,-0.09,0.03,23.54
0,-0.06,0.01,23.54
0.01,-0.06,0.03,23.55
0.01,-0.05,0.02,23.56
0,-0.05,0.01,23.52
0.01,-0.1,-0.01,23.49
0.03,-0.03,0.01,23.51
0.02,-0.02,0.02,23.52
0,-0.01,0.02,23.54
0.01,-0.02,0.02,23.51
0,0,0.05,23.55
-0.01,0.02,0.04,23.51
-0.01,0.01,0.03,23.58
0,-0.01,0.03,23.51
0,0.01,0.01,23.49
0,0.02,0,23.51
0.02,0.04,-0.04,23.51
-0.02,0.16,-0.15,23.39
0.02,0.07,-0.09,23.34
0,0.13,-0.15,23.44
-0.05,0.15,-0.07,23.48
-0.01,0.1,-0.08,23.42
0.04,-0.02,-0.09,23.51
0.02,0.02,-0.05,23.44
0.05,0.12,-0.09,23.37
0.07,0.06,-0.16,23.35
0.03,-0.02,-0.08,23.38
-0.04,0.04,-0.03,23.47
-0.03,0,-0.02,23.42
-0.04,-0.04,-0.01,23.41
0,0,0,23.45
0,0,-0.09,23.45
-0.02,0.04,-0.16,23.45
-0.01,0.07,-0.15,23.43
-0.02,0.05,-0.14,23.4
0.07,0.06,-0.13,23.34
0.08,0.08,-0.15,23.44
0.09,0.05,-0.05,23.44
0.09,0.06,-0.13,23.32
-0.02,-0.03,-0.11,23.38
0.04,0.07,0,23.45
0.03,0.09,0.01,23.45
0,0.09,0.09,23.5
0.01,0.09,0.13,23.61
0.02,0.13,0.12,23.55
0.03,0.12,0.12,23.48
0.02,0.01,0.12,23.53
0,0.01,0.09,23.62
0,0,0.06,23.61
0.01,0.02,0.04,23.56
-0.01,0.12,0.02,23.44
